,orderID,Customer_ID,Product_ID,quantity,date
581,3677276,1000111,P00013942,2,2015-12-24
582,2609355,1000112,P00289942,1,2018-07-07
583,9109577,1000113,P00351142,3,2015-07-05
584,4670623,1000113,P00147342,2,2017-08-07
585,6953185,1000114,P00350942,3,2018-08-09
586,1446480,1000114,P00176842,2,2015-12-12
587,4491227,1000116,P00275842,2,2019-08-12
588,3726076,1000116,P00192542,3,2016-12-08
589,4548825,1000117,P00351342,3,2020-01-26
590,8246485,1000117,P00184142,2,2015-03-31
591,4597504,1000117,P00317342,1,2015-01-30
592,3303646,1000117,P00217242,2,2017-05-03
593,7877569,1000117,P00014542,2,2018-09-28
594,1553272,1000117,P00021742,1,2019-10-28
595,4258001,1000117,P00358242,1,2018-06-20
596,6691876,1000117,P00335442,3,2020-01-26
597,5361336,1000117,P0098342,2,2018-11-12
598,9667117,1000117,P00079742,3,2020-09-09
599,6332792,1000117,P00143642,1,2020-02-18
600,8399300,1000117,P00251342,1,2015-12-11
601,9434522,1000117,P00232342,3,2019-02-25
602,7252115,1000117,P00179042,1,2017-05-24
603,9523550,1000117,P00180942,2,2016-02-10
604,8199702,1000117,P00265742,1,2020-11-06
605,9381100,1000118,P00194542,2,2017-08-10
606,8239536,1000118,P00001742,3,2020-04-26
607,4005295,1000118,P00127642,2,2020-08-24
608,2349594,1000118,P00355142,3,2016-06-30
609,9702248,1000118,P00144642,3,2015-07-27
610,3179379,1000118,P00201342,2,2016-08-29
611,6666107,1000118,P00251942,3,2016-09-04
612,2433504,1000118,P00009342,2,2017-06-29
613,6632797,1000118,P00345842,1,2020-10-11
614,7052125,1000118,P00191442,3,2015-12-29
615,7371048,1000118,P00223242,3,2017-03-09
616,9612663,1000118,P00120342,1,2017-11-23
617,8296248,1000119,P00330642,1,2020-11-27
618,9085610,1000119,P00238542,3,2020-01-05
619,4165018,1000119,P0094942,1,2017-12-30
620,1755563,1000119,P00068042,1,2018-04-16
621,8585381,1000119,P00227642,3,2015-08-13
622,3849301,1000120,P00005042,2,2018-04-02
623,8351971,1000121,P00102042,3,2017-10-09
624,5262493,1000121,P00059742,1,2016-12-03
625,6672289,1000122,P00142142,2,2019-05-23
626,2194358,1000123,P00248142,3,2015-01-10
627,3520735,1000123,P00279342,1,2018-04-02
628,2862155,1000123,P00267542,1,2018-10-04
629,9694245,1000123,P00217742,1,2018-04-07
630,2515855,1000123,P00113242,2,2019-06-05
631,9453810,1000123,P00000642,1,2018-11-13
632,6651400,1000123,P00163342,2,2015-07-31
633,1753831,1000123,P00116842,3,2019-10-09
634,2340994,1000123,P00036842,3,2018-10-08
635,8641158,1000123,P00278042,3,2020-10-31
636,6190315,1000123,P00348742,2,2017-12-24
637,7394295,1000123,P00061142,2,2016-05-12
638,2070980,1000123,P00015942,2,2018-11-24
639,3961377,1000123,P00346542,2,2018-02-21
640,1841861,1000123,P00188742,2,2020-06-10
641,4963878,1000123,P00346942,2,2017-01-06
642,5751776,1000123,P00212542,1,2018-02-13
643,2206155,1000123,P00007042,1,2018-01-02
644,1776712,1000123,P00240242,2,2018-09-25
645,5189579,1000124,P00291042,3,2017-09-08
646,9942400,1000125,P00244642,1,2015-08-10
647,7610640,1000125,P00090542,3,2017-08-29
648,2205669,1000125,P00274142,1,2020-05-20
649,4618981,1000125,P00266642,1,2019-10-21
650,6148449,1000125,P00182142,2,2018-06-17
651,8750331,1000125,P00270542,2,2015-08-31
652,1552799,1000126,P00087042,3,2018-06-27
653,1975093,1000126,P00121642,3,2020-02-18
654,9738809,1000127,P00145042,3,2018-08-03
655,5921108,1000127,P00086442,1,2018-11-21
656,2710979,1000127,P00361842,3,2019-02-08
657,2920667,1000127,P00057442,3,2019-11-04
658,9700243,1000127,P00078142,2,2020-08-12
659,2330517,1000128,P00245642,3,2019-12-30
660,2809443,1000129,P00037542,3,2016-12-08
661,2447886,1000129,P00049842,2,2018-04-22
662,7658164,1000129,P00022942,3,2018-07-19
663,8474718,1000129,P00000642,1,2016-02-08
664,3172862,1000129,P00183442,3,2017-08-25
665,6579035,1000130,P00350442,3,2019-10-25
666,6036952,1000130,P00119542,3,2020-02-24
667,8742363,1000130,P00025442,1,2019-11-07
668,5263947,1000130,P00080342,1,2018-02-10
669,9259343,1000130,P00127642,3,2017-01-27
670,9881176,1000130,P00127242,3,2018-05-17
671,9341152,1000130,P00338542,2,2015-03-25
672,1528972,1000130,P00246142,1,2020-10-28
673,5857864,1000130,P00317642,1,2019-12-21
674,4684231,1000130,P00339542,2,2015-12-22
675,4676334,1000130,P00277442,3,2019-04-30
676,4048962,1000131,P00170642,2,2020-03-09
677,9902094,1000131,P00115442,3,2015-02-21
678,5733965,1000131,P00212742,2,2020-05-28
679,8245902,1000131,P00209842,2,2019-03-05
680,5459656,1000131,P00150742,1,2018-08-14
681,4876912,1000131,P00154642,1,2017-09-26
682,2250406,1000131,P00109342,3,2020-01-24
683,2222925,1000131,P00162642,2,2018-07-04
684,6698488,1000131,P00192542,1,2017-02-03
685,4211689,1000131,P00017042,2,2015-05-31
686,4585825,1000132,P00100842,2,2017-11-12
687,3414255,1000132,P00329442,3,2017-07-19
688,3378881,1000132,P00303842,2,2015-10-02
689,5765457,1000132,P00045842,3,2018-03-18
690,5231132,1000132,P00250242,3,2018-02-07
691,3173436,1000133,P00012542,3,2017-09-01
692,7748624,1000133,P00152442,3,2016-03-15
693,4498179,1000133,P00058442,1,2019-05-08
694,8922616,1000133,P00303842,3,2015-06-06
695,7612725,1000133,P00248342,3,2017-05-16
696,4822780,1000134,P00218642,1,2015-01-24
697,2774559,1000134,P00125942,3,2019-04-23
698,2703731,1000134,P00241542,2,2017-05-22
699,4921876,1000134,P00346442,3,2016-08-23
700,3115901,1000135,P00295942,2,2016-12-09
701,1027483,1000135,P00248942,2,2019-01-10
702,5698171,1000135,P00270142,2,2015-07-15
703,4322824,1000136,P0099042,3,2015-04-21
704,9099056,1000136,P00367142,3,2018-02-24
705,2188054,1000136,P00233342,1,2017-03-20
706,5344965,1000136,P00118842,1,2020-05-16
707,9253663,1000136,P00034842,2,2020-03-09
708,3962037,1000136,P00001142,1,2018-02-03
709,8508262,1000136,P00008842,2,2019-02-26
710,5993785,1000136,P00222142,2,2018-12-28
711,1281460,1000136,P00059442,3,2020-08-09
712,3237037,1000136,P00189842,2,2020-02-02
713,2005279,1000136,P00074142,2,2019-04-21
714,6769970,1000136,P00051942,1,2019-10-28
715,8116499,1000136,P00013742,1,2018-08-16
716,5449135,1000136,P00321742,1,2019-03-30
717,1907050,1000137,P00250842,1,2019-11-08
718,7450866,1000137,P00198742,1,2019-09-21
719,2768241,1000137,P00010742,2,2017-07-09
720,5078516,1000137,P00303342,2,2016-01-18
721,2239972,1000137,P00004242,3,2019-06-28
722,8514097,1000137,P00173942,3,2017-03-27
723,7047890,1000137,P00058442,2,2020-01-30
724,7580584,1000137,P00124642,3,2018-08-31
725,6707200,1000137,P00026042,1,2017-06-01
726,9080758,1000138,P00113242,1,2019-04-28
727,6988818,1000138,P00081142,3,2020-12-29
728,3022928,1000138,P00135742,2,2018-09-23
729,7102010,1000139,P00329542,3,2019-08-25
730,4170586,1000139,P00249642,1,2019-05-01
731,3257612,1000139,P00020142,3,2018-12-04
732,8329528,1000139,P00274942,2,2020-08-28
733,9474076,1000139,P00110842,2,2020-03-19
734,4810969,1000139,P00121342,3,2019-12-27
735,5187261,1000139,P00121642,3,2020-08-15
736,4584248,1000139,P00159542,1,2015-08-09
737,3235876,1000139,P00115142,3,2019-05-24
738,5432506,1000139,P00044442,2,2019-11-02
739,2864823,1000139,P00227542,3,2020-06-30
740,3813041,1000139,P00127842,2,2016-12-03
741,4425420,1000139,P00241642,2,2018-03-27
742,5617959,1000139,P00226742,2,2019-01-31
743,4239217,1000140,P00062842,3,2018-05-29
744,5068369,1000140,P00084642,2,2020-12-22
745,7176970,1000142,P00192042,1,2017-08-15
746,3905511,1000142,P00002542,3,2018-11-26
747,3279574,1000142,P00028842,3,2016-06-11
748,2920493,1000142,P00184942,3,2015-01-15
749,5826689,1000142,P00025442,2,2018-02-06
750,6842822,1000143,P00250242,3,2018-07-31
751,3772839,1000143,P00184942,3,2020-09-16
752,3519284,1000143,P00284642,2,2017-12-05
753,1521717,1000145,P00250342,3,2020-10-30
754,7182684,1000145,P00317842,2,2019-10-14
755,3105795,1000145,P00214142,2,2017-11-23
756,7912995,1000145,P00248342,1,2020-05-09
757,9338239,1000146,P00248942,2,2016-04-18
758,9275493,1000146,P00188542,3,2019-02-05
759,3210385,1000146,P00081142,2,2017-01-30
760,5361553,1000146,P00088242,3,2015-05-25
761,1253544,1000146,P00223842,3,2016-11-18
762,3124761,1000146,P00121042,1,2019-10-16
763,3488977,1000146,P00027142,3,2019-03-12
764,3825811,1000146,P00114142,3,2018-05-10
765,4457781,1000146,P00116742,2,2019-01-24
766,6382539,1000146,P00289642,2,2019-07-19
767,4095727,1000146,P00118442,2,2016-02-12
768,6955874,1000146,P00227742,1,2016-09-03
769,6249931,1000146,P00127542,1,2015-03-17
770,2710791,1000146,P00010842,2,2016-08-26
771,7776732,1000146,P00323942,1,2016-06-06
772,1203845,1000146,P00101142,3,2016-11-02
773,2721846,1000146,P00203142,1,2019-04-20
774,8785352,1000146,P00112342,1,2015-05-27
775,6432977,1000146,P00129642,3,2017-02-04
776,5375471,1000146,P00178642,2,2016-01-09
777,7986105,1000146,P00288442,3,2018-12-19
778,7504389,1000146,P00274042,1,2017-07-08
779,6664382,1000146,P00091842,2,2016-02-29
780,9403469,1000146,P00320442,3,2016-05-29
781,6849245,1000147,P00184942,2,2020-02-02
782,3402879,1000147,P00016042,2,2017-11-12
783,4812275,1000147,P00214242,1,2018-08-30
784,4199171,1000147,P00110742,1,2015-05-16
785,3394779,1000147,P00008542,3,2018-08-18
786,1092304,1000147,P00352142,3,2018-05-25
787,4395615,1000147,P00150942,3,2016-03-01
788,2684997,1000148,P00184942,3,2020-03-09
789,1919405,1000148,P00118442,1,2017-03-05
790,7679991,1000148,P00317442,1,2018-07-11
791,9291206,1000148,P00063342,2,2015-04-15
792,9089357,1000148,P00042142,2,2017-10-25
793,8197250,1000148,P00047242,2,2019-11-01
794,4124962,1000148,P00114542,2,2017-10-13
795,1362014,1000148,P00156742,2,2015-03-17
796,8101267,1000148,P00119242,1,2017-03-27
797,9788682,1000148,P00190742,1,2020-09-15
798,7846540,1000148,P00199442,2,2016-12-28
799,8519772,1000148,P00193042,3,2020-01-23
800,2229392,1000148,P00327842,2,2018-05-18
801,6832813,1000148,P00005042,1,2017-04-23
802,6371438,1000148,P00057242,3,2016-11-18
803,1121049,1000148,P00074442,2,2020-08-14
804,6864141,1000148,P00214342,2,2016-07-31
805,6212993,1000148,P00036542,3,2015-08-15
806,9806610,1000148,P00181842,2,2019-05-01
807,5368434,1000148,P00304742,3,2016-10-27
808,7864790,1000149,P00109242,1,2017-09-18
809,1761305,1000149,P00289342,2,2017-05-01
810,3026520,1000149,P00213742,2,2016-11-26
811,6983878,1000149,P00293242,3,2019-09-25
812,9987739,1000149,P00163842,2,2019-03-31
813,4312036,1000149,P00046142,2,2018-08-15
814,7621560,1000149,P00028242,3,2020-03-10
815,5254595,1000149,P00028542,2,2017-08-27
816,6154579,1000149,P00051442,3,2020-02-15
817,4018379,1000149,P00100842,1,2015-06-18
818,2079309,1000149,P00184442,2,2017-12-13
819,9294412,1000149,P00345842,1,2018-03-04
820,7146718,1000149,P00323942,1,2015-10-19
821,8436647,1000149,P00137542,1,2015-09-25
822,4758707,1000149,P00030842,1,2019-08-03
823,8109037,1000149,P00150342,2,2019-08-06
824,4676181,1000149,P00369742,2,2019-10-29
825,8257657,1000149,P00069042,2,2020-04-02
826,7603491,1000149,P00277942,1,2019-09-23
827,2586754,1000149,P00283942,2,2017-06-21
828,7887889,1000149,P00207042,2,2018-08-18
829,1422713,1000149,P00350342,2,2018-01-20
830,1851032,1000150,P00294542,3,2017-12-01
831,5228208,1000150,P00174442,1,2017-11-16
832,4467054,1000150,P00033642,1,2020-11-04
833,3211343,1000150,P00025442,3,2018-02-09
834,5889395,1000150,P00120042,3,2017-09-04
835,2705316,1000150,P00086042,2,2016-10-08
836,4971512,1000150,P00198142,2,2019-04-10
837,2440796,1000150,P00057742,1,2018-05-13
838,5006327,1000150,P00101942,1,2017-08-13
839,3190194,1000150,P00113342,2,2015-07-10
840,5299274,1000151,P00112142,2,2015-08-21
841,7963247,1000151,P00062842,1,2017-04-04
842,7944383,1000151,P00052642,1,2017-11-30
843,5890546,1000151,P00021642,2,2016-10-01
844,5604732,1000151,P00007342,3,2016-10-27
845,6625930,1000151,P00154742,2,2015-11-14
846,4938620,1000151,P00016342,3,2017-01-21
847,9420785,1000151,P00141842,3,2015-11-04
848,3165249,1000151,P00197442,1,2016-06-27
849,5295818,1000151,P00048642,1,2016-11-02
850,9935795,1000151,P00000642,1,2019-09-17
851,6865628,1000151,P00358742,3,2016-07-29
852,3310257,1000151,P00370342,3,2019-07-07
853,4958852,1000151,P00138542,2,2016-04-21
854,7477340,1000151,P00031442,3,2016-09-12
855,5702194,1000151,P00128242,2,2018-06-07
856,2168722,1000151,P00221342,3,2017-07-17
857,2776640,1000151,P00211142,1,2018-11-19
858,7306866,1000151,P00152742,3,2015-07-07
859,1555862,1000151,P00211042,3,2017-05-26
860,4473526,1000151,P00245642,1,2016-04-04
861,4869734,1000151,P00148342,1,2020-11-05
862,2910079,1000151,P00085242,3,2016-05-31
863,3205987,1000151,P00134342,3,2020-05-28
864,9659264,1000152,P00159942,3,2018-04-10
865,1938242,1000153,P00031642,1,2020-08-26
866,8536783,1000153,P00059442,1,2018-07-10
867,8833902,1000153,P00340642,3,2019-06-25
868,8792240,1000154,P00214242,1,2015-06-03
869,2867459,1000154,P00105142,2,2015-10-29
870,6027691,1000154,P00262242,1,2015-11-27
871,8980292,1000154,P00307342,3,2017-08-15
872,1585212,1000155,P00205642,2,2020-05-01
873,3714072,1000155,P00295942,1,2016-12-17
874,5334653,1000155,P00053942,3,2015-03-25
875,2961125,1000155,P00248142,2,2015-05-21
876,6679980,1000155,P00022542,1,2017-03-08
877,3900978,1000155,P00323842,2,2017-02-28
878,3416902,1000155,P00252442,2,2018-01-09
879,3850726,1000156,P00304842,2,2020-09-23
880,9384246,1000156,P00002542,1,2017-09-09
881,7356578,1000156,P00240142,3,2019-03-23
882,1818201,1000157,P00140042,1,2019-11-14
883,4630970,1000157,P00028442,2,2016-01-25
884,2375463,1000157,P00289042,1,2019-06-28
885,6576264,1000157,P00141442,1,2015-06-02
886,2841978,1000157,P00345742,1,2015-04-18
887,3138308,1000157,P00065342,2,2019-07-09
888,9401682,1000157,P00298142,2,2017-06-06
889,3572389,1000157,P00177942,1,2015-09-01
890,8318703,1000157,P00223242,1,2018-08-27
891,6858095,1000157,P00105942,3,2018-12-02
892,6730234,1000157,P00111542,3,2020-12-02
893,5676347,1000158,P00347242,1,2017-09-21
894,2089196,1000158,P00111542,3,2019-10-09
895,2441993,1000159,P00277642,3,2018-03-16
896,7304606,1000160,P00198042,1,2015-06-01
897,9123587,1000160,P00327842,1,2015-06-06
898,4785039,1000161,P00086042,3,2015-01-05
899,5017280,1000161,P00111542,1,2018-06-14
900,9456868,1000161,P00024042,1,2016-09-15
901,3977576,1000161,P00313342,3,2015-11-12
902,7970489,1000161,P00064942,3,2019-10-10
903,7233713,1000161,P00112442,3,2016-11-21
904,8684562,1000161,P00205442,3,2018-07-08
905,5708726,1000161,P00312942,2,2015-03-06
906,6548715,1000161,P00289942,1,2018-09-11
907,9443532,1000161,P00304442,3,2018-09-17
908,7761975,1000161,P00125742,1,2018-11-30
909,2244934,1000161,P00285742,3,2019-02-21
910,8916272,1000162,P00004842,2,2020-02-06
911,6995436,1000162,P00249142,2,2017-06-27
912,7910431,1000162,P00338442,1,2015-02-07
913,5213252,1000162,P00351142,1,2017-01-20
914,8959473,1000162,P00010242,2,2017-06-19
915,8183575,1000163,P00014742,2,2016-11-25
916,6684669,1000163,P00079442,1,2016-09-23
917,2953749,1000163,P00283942,3,2019-10-16
918,1491858,1000163,P00208942,1,2019-10-20
919,6139001,1000163,P00028242,1,2016-11-23
920,2364835,1000163,P00340642,2,2020-06-09
921,3146140,1000163,P00322342,3,2020-06-09
922,6503183,1000163,P00309142,2,2020-03-17
923,2317241,1000163,P00270942,2,2018-10-15
924,1166081,1000163,P00305142,2,2019-01-19
925,1982854,1000163,P00019342,1,2020-10-13
926,1689871,1000163,P00128042,1,2017-05-05
927,9622817,1000163,P00345642,3,2017-03-07
928,3096844,1000163,P00229742,3,2015-04-22
929,7215408,1000163,P00194642,1,2019-03-22
930,6729155,1000163,P00206442,3,2019-04-21
931,7611105,1000163,P00149542,1,2017-04-08
932,9814927,1000163,P00138242,2,2019-01-03
933,2551592,1000163,P00035242,2,2016-10-14
934,8960850,1000163,P00135842,1,2018-06-04
935,8773868,1000163,P00035742,2,2017-07-15
936,6265920,1000163,P00276642,2,2020-01-17
937,5109860,1000163,P00019142,1,2020-08-27
938,3352153,1000163,P00137642,1,2015-05-21
939,3840285,1000165,P00110942,1,2017-07-06
940,4270799,1000165,P00005042,2,2017-08-04
941,8182808,1000165,P00188442,3,2020-02-17
942,1529516,1000165,P00329542,3,2017-01-17
943,1166078,1000165,P00346342,3,2015-02-01
944,9418637,1000166,P00184942,3,2020-07-26
945,9036203,1000166,P00111042,3,2015-07-01
946,4743788,1000166,P00046742,2,2017-12-12
947,9690869,1000166,P00028842,3,2019-07-23
948,5181628,1000166,P00238442,1,2019-11-20
949,3427137,1000166,P00270242,1,2017-01-08
950,6721029,1000166,P00073842,2,2019-04-25
951,1064770,1000166,P00197342,1,2015-02-03
952,2533376,1000166,P00318142,3,2018-07-05
953,9789986,1000166,P00015542,3,2020-09-07
954,3831436,1000166,P00184142,3,2017-12-05
955,2471499,1000166,P00034742,2,2017-08-06
956,7647539,1000166,P00049642,1,2020-10-24
957,2079490,1000166,P00303642,3,2016-10-10
958,1375588,1000166,P00071442,3,2020-04-25
959,5436672,1000166,P00226442,2,2016-06-19
960,7841816,1000166,P00110542,2,2016-07-01
961,7509764,1000166,P00014542,3,2017-06-14
962,1500784,1000166,P0098542,3,2018-06-24
963,9602586,1000166,P00231142,2,2018-02-15
964,4027437,1000166,P00031542,1,2018-03-15
965,8673268,1000166,P00258742,3,2019-11-11
966,2362902,1000169,P00288042,2,2017-08-29
967,6428937,1000169,P00119142,2,2018-12-05
968,8610550,1000169,P00053842,2,2020-01-03
969,2673761,1000169,P00176042,1,2016-12-18
970,9282428,1000169,P00116142,1,2016-05-12
971,3139470,1000169,P00089442,2,2016-04-28
972,8354025,1000169,P00128942,1,2015-01-01
973,5533662,1000169,P00085442,1,2018-08-06
974,8581673,1000169,P00322042,2,2020-01-29
975,9918441,1000169,P00021742,3,2017-12-17
976,8876252,1000169,P00136542,1,2020-05-20
977,2418125,1000169,P00139942,3,2015-06-04
978,9302025,1000169,P00194442,2,2020-12-28
979,8052284,1000169,P00100642,2,2017-01-14
980,4102944,1000169,P00178442,2,2016-03-19
981,3692315,1000169,P00259342,1,2017-11-30
982,3553164,1000169,P00251342,2,2015-07-29
983,5145517,1000169,P00119742,1,2019-08-07
984,8300099,1000169,P00100842,3,2016-07-06
985,4034197,1000169,P00279642,1,2015-06-08
986,6247098,1000169,P00271142,1,2017-05-25
987,8665770,1000169,P00316742,2,2018-06-05
988,1918098,1000169,P00285742,3,2019-10-02
989,3450430,1000169,P00193542,3,2017-07-23
990,5795493,1000169,P00329342,2,2020-12-10
991,5343973,1000169,P00048142,1,2019-10-13
992,2157654,1000169,P00042942,3,2015-09-21
993,3697015,1000169,P00241242,3,2017-03-24
994,7748038,1000169,P00250542,2,2015-12-29
995,4796020,1000170,P00111142,3,2015-01-25
996,1536266,1000170,P00113342,2,2017-12-23
997,3024339,1000171,P00100442,3,2018-05-10
998,9934628,1000172,P00346542,3,2015-12-02
999,7620018,1000173,P00084642,1,2018-05-25
1000,1347106,1000173,P00279142,3,2019-06-21
1001,3924508,1000173,P00028842,3,2017-04-01
1002,8063976,1000173,P00256542,3,2018-08-02
1003,9352018,1000173,P00272042,2,2017-07-02
1004,4823766,1000173,P00057642,3,2018-06-18
1005,9214914,1000173,P00126142,3,2018-10-11
1006,1818764,1000173,P00348542,2,2016-09-22
1007,8719591,1000173,P00304442,1,2016-03-01
1008,3346411,1000173,P00370242,3,2017-11-12
1009,6267587,1000173,P00310242,1,2015-03-28
1010,7313599,1000173,P00350542,2,2015-08-11
1011,1529363,1000173,P00318942,2,2015-10-10
1012,5994822,1000173,P00323742,3,2017-07-16
1013,7909550,1000173,P00150142,2,2018-06-09
1014,8700010,1000173,P00062742,2,2015-09-05
1015,1969764,1000173,P00367042,3,2020-12-16
1016,1655878,1000173,P00070042,1,2017-03-27
1017,6333704,1000173,P00129642,3,2017-01-25
1018,3754776,1000173,P00211942,1,2020-03-08
1019,7036459,1000173,P00213742,1,2015-09-14
1020,2156334,1000173,P00252842,2,2017-10-07
1021,1296288,1000173,P00341342,2,2015-11-28
1022,4254442,1000173,P00117342,2,2015-02-08
1023,6115049,1000173,P00050242,1,2019-05-09
1024,8309479,1000173,P00039942,1,2020-11-15
1025,9125714,1000173,P00044342,2,2018-06-10
1026,5669437,1000174,P00062842,3,2018-12-30
1027,4856080,1000174,P00332242,1,2019-09-21
1028,7624093,1000174,P00112542,1,2019-10-05
1029,4343958,1000174,P00113342,2,2017-09-17
1030,5276047,1000174,P00145042,1,2018-12-23
1031,9703882,1000174,P00090942,1,2016-09-16
1032,6255321,1000174,P00048142,3,2016-11-03
1033,4675351,1000175,P00302742,1,2020-01-22
1034,6448037,1000175,P00286842,3,2016-06-05
1035,1680881,1000175,P00102342,3,2020-04-23
1036,1094286,1000175,P00274942,1,2017-03-26
1037,1501705,1000175,P00104542,3,2020-08-29
1038,7666089,1000175,P00360042,2,2019-03-27
1039,6614526,1000175,P00085542,1,2015-06-19
1040,5176297,1000175,P00307642,1,2017-10-13
1041,7568977,1000175,P00052842,2,2017-05-31
1042,7598211,1000175,P00057542,3,2018-02-21
1043,6089941,1000175,P00064042,3,2016-02-12
1044,2910002,1000175,P00112142,3,2020-01-06
1045,8500297,1000175,P00119142,2,2019-03-14
1046,7777460,1000176,P00282842,3,2015-09-09
1047,5240134,1000177,P00112142,1,2016-03-12
1048,1616866,1000177,P00032842,2,2015-07-11
1049,5628012,1000177,P00084442,3,2017-05-29
1050,7880521,1000177,P00112542,2,2018-01-21
1051,7629432,1000178,P00102542,1,2015-09-24
1052,2450162,1000178,P00273442,3,2020-11-08
1053,1638706,1000178,P00281542,1,2017-12-28
1054,3980065,1000178,P00367542,3,2017-06-26
1055,5339428,1000179,P00253042,2,2019-08-13
1056,1268119,1000179,P00105142,1,2016-11-30
1057,2837714,1000180,P00317842,1,2019-10-08
1058,4079837,1000180,P00337942,2,2016-12-28
1059,2090613,1000181,P00274942,1,2019-05-23
1060,3652165,1000181,P00021742,2,2019-06-17
1061,6203238,1000181,P00034042,2,2020-11-14
1062,1983242,1000181,P00113142,1,2020-02-11
1063,8452703,1000181,P00346942,3,2017-05-06
1064,8507567,1000181,P00221942,1,2016-07-03
1065,4006340,1000181,P00035842,1,2015-06-12
1066,8632190,1000181,P00000142,1,2020-04-21
1067,9563732,1000181,P00284642,1,2018-02-01
1068,3053730,1000181,P00313342,1,2017-03-09
1069,1347494,1000181,P00288342,3,2018-02-27
1070,2323917,1000181,P00115542,3,2019-07-26
1071,8624713,1000181,P00003642,3,2018-01-14
1072,6536752,1000182,P00370242,3,2015-07-18
1073,3100618,1000182,P00000142,3,2019-04-12
1074,4078696,1000182,P00289942,3,2017-06-12
1075,4056047,1000182,P00161442,3,2019-11-03
1076,8096096,1000182,P00321942,2,2016-12-04
1077,3022892,1000182,P00028842,3,2017-09-21
1078,1175345,1000183,P00100142,2,2020-04-13
1079,2494503,1000183,P00039942,1,2017-04-02
1080,5186606,1000183,P00057542,1,2015-01-11
1081,4118515,1000183,P00313542,3,2016-04-16
1082,7523526,1000183,P00117442,2,2019-12-28
1083,2259316,1000183,P00120142,2,2015-08-20
1084,6480314,1000183,P00129742,3,2015-11-23
1085,7647058,1000184,P00068042,1,2018-10-12
1086,8509001,1000184,P00339542,3,2015-12-03
1087,9383685,1000184,P00003442,3,2015-10-20
1088,1082854,1000184,P00189842,2,2019-02-20
1089,1717476,1000185,P00182742,2,2018-02-23
1090,2251855,1000185,P00147942,3,2016-02-16
1091,5539576,1000185,P00020342,3,2018-01-04
1092,4938248,1000186,P00111142,3,2020-02-22
1093,6397439,1000186,P00172842,1,2018-01-25
1094,8643758,1000186,P00262242,3,2016-12-12
1095,7600226,1000187,P00317942,1,2017-10-30
1096,7601818,1000187,P00158142,3,2015-03-02
1097,4623034,1000187,P00002142,2,2015-08-14
1098,8710569,1000187,P00247742,2,2019-07-18
1099,9057521,1000187,P00092642,3,2018-11-28
1100,6401434,1000187,P00051142,3,2018-05-30
1101,9812424,1000187,P00005642,2,2019-09-24
1102,9806932,1000187,P00102242,1,2015-12-15
1103,1142418,1000187,P00283242,2,2015-01-05
1104,3260547,1000187,P00017742,2,2018-05-21
1105,6887308,1000187,P00309542,1,2019-01-04
1106,4883587,1000187,P00247642,2,2019-09-18
1107,5404288,1000187,P0009942,2,2016-03-31
1108,8363481,1000187,P00155742,1,2019-04-28
1109,1872272,1000187,P00250842,1,2019-08-18
1110,8296549,1000187,P00152442,3,2020-05-28
1111,6857604,1000187,P00234842,3,2019-11-18
1112,5727129,1000187,P00283942,1,2015-10-17
1113,7476418,1000187,P00211142,2,2016-10-18
1114,1300177,1000187,P00023642,3,2020-09-28
1115,6109632,1000187,P00161442,3,2020-09-13
1116,1416222,1000188,P00255842,3,2020-02-06
1117,5871716,1000188,P00307542,3,2015-08-05
1118,4479348,1000188,P00250642,3,2019-12-10
1119,1514068,1000188,P00284042,3,2020-11-21
1120,7248921,1000190,P00238442,3,2015-04-08
1121,7720421,1000190,P00125342,3,2020-10-14
1122,9464770,1000190,P00367242,2,2016-03-28
1123,2185264,1000190,P00059742,3,2015-01-07
1124,4530205,1000191,P00158542,2,2016-11-01
1125,2405285,1000192,P00208742,3,2020-01-10
1126,9377867,1000192,P00270242,1,2018-09-10
1127,6371533,1000192,P00111142,1,2015-06-08
1128,1153521,1000192,P0095142,1,2018-06-28
1129,9915351,1000192,P00023142,2,2015-04-05
1130,6244330,1000192,P00151742,2,2016-10-01
1131,9703550,1000192,P00061142,3,2019-04-11
1132,8866395,1000192,P00159542,3,2019-01-14
1133,1021911,1000192,P00127842,3,2015-10-29
1134,5840870,1000192,P00025442,3,2015-06-07
1135,2297620,1000192,P00127342,2,2016-11-28
1136,1245682,1000192,P00153742,3,2017-03-03
1137,3522529,1000192,P00117742,1,2019-08-09
1138,6113378,1000192,P00143342,2,2016-07-09
1139,1122010,1000192,P00277542,3,2020-07-07
1140,9743546,1000192,P00324942,2,2017-04-21
1141,2878940,1000193,P00092242,3,2016-02-07
1142,1923934,1000193,P00085242,2,2020-07-24
1143,6966914,1000193,P00119342,2,2019-10-20
1144,7279852,1000193,P00150342,3,2018-03-19
1145,8006613,1000193,P00115942,3,2019-07-17
1146,1229302,1000193,P00355942,2,2020-03-08
1147,4295719,1000193,P00013342,3,2015-08-07
1148,9236160,1000193,P00089542,3,2015-11-08
1149,2715225,1000193,P00107642,2,2019-12-08
1150,5507960,1000194,P00085242,3,2019-07-01
1151,2355642,1000194,P00322342,3,2017-04-15
1152,2576952,1000195,P00031042,1,2020-11-10
1153,5648189,1000195,P00267142,2,2019-02-22
1154,5396709,1000195,P00021842,3,2020-12-30
1155,9208912,1000195,P00019142,3,2020-07-08
